2021-02-12,54231,51733,50318,49784,49926,50789,51619,51959,50190,45791,43267,41241,40137,39723,40257,42322,45881,49395,52477,53075,53264,53445,54192,54836
2021-02-13,52184,50033,48830,48410,48751,49611,50609,50869,49523,46684,45925,44249,43073,42821,43324,45426,48750,52258,55185,55686,55445,55013,55383,55519
2021-02-14,52487,50085,48850,48412,48682,49580,50516,50881,51617,51897,52107,50934,50708,51759,52268,52864,54032,55514,57591,57687,57134,56276,56338,56360
2021-02-15,53355,51159,50077,49856,50704,52514,56169,61516,70554,74279,74829,73240,68237,69233,69749,70450,72392,73440,74098,72598,70697,68235,66682,68072
2021-02-16,64830,62517,61443,61214,61937,63759,67184,72169,77641,77251,76551,75271,73277,76922,79279,80401,80711,78477,78069,76376,74171,71754,69775,71099
2021-02-17,67839,65781,64636,64230,64724,66292,69524,74785,82304,84749,84680,83194,79368,81204,81843,81967,83318,82430,81711,79904,77062,74086,72141,73401
2021-02-18,70296,68105,66863,66225,66531,67971,71027,76138,83075,84067,83115,81040,76674,78298,78735,79016,80963,80657,80397,78547,75881,73163,71154,72467
2021-02-19,69599,67147,65688,65186,65418,66694,69755,74313,79299,78485,76927,73697,68886,70351,70669,71342,73536,73420,73597,72090,70576,68626,67040,68051
2021-02-20,64603,61684,60088,59282,59339,59912,61115,62221,62885,61073,59834,57231,54140,54314,54588,55594,57966,59631,62175,62348,61819,61294,61155,62340
2021-02-21,59218,56554,55084,54462,54774,55641,56301,56216,54519,51791,51187,49395,47955,47687,48087,49850,53001,56452,59722,60140,59700,59349,59061,58657
2021-02-22,55492,53371,52248,52224,53152,55331,59175,64343,69671,69839,68604,65764,62053,64417,65237,66359,68582,68919,70422,69912,68619,66928,65333,65823
2021-02-23,62279,60239,59009,58862,59677,61585,65077,69520,73896,73183,72224,69517,65514,67653,69005,70285,72469,72801,73859,72809,71120,69166,67410,67820
2021-02-24,64104,61757,60370,60063,60648,62277,65418,69784,75639,76281,75195,72237,67905,69507,69781,70335,72194,71427,72187,71308,69947,68093,66432,67029
2021-02-25,63313,61008,59799,59395,60188,61774,64819,69243,75613,77597,77701,76812,74059,76595,76848,76491,76722,74595,73506,71909,70123,67968,66321,67582
2021-02-26,64166,61574,60120,59545,59930,61692,64723,68868,73253,72153,70592,67174,62918,64469,65394,66611,68859,68221,68701,67991,66940,65648,64180,65472
2021-02-27,61810,59253,57746,57208,57526,58402,59640,60309,60494,58726,58264,56046,53137,53052,53218,54394,56460,58265,60795,61158,60567,60114,59849,60933
2021-02-28,57861,55278,53841,53363,53559,54420,55157,55081,53867,52693,52913,52454,52167,53229,54586,54595,55364,57117,59305,59511,58728,58229,58231,58095
2021-03-01,54813,52432,51239,50874,51422,52687,54341,56037,59366,61327,63022,63506,62286,63513,63838,63778,64162,64174,64904,64823,63829,62868,62555,62348
2021-03-02,59203,56897,55942,55689,56373,58277,61974,67622,75180,77208,76045,73940,70074,70967,70756,70510,71710,72975,73939,73178,70705,68667,67111,67516
2021-03-03,63984,61831,60716,60362,61082,62772,65908,70389,74748,74091,72288,69573,65343,66913,67872,69351,71275,71663,72408,71652,69560,67738,66402,66894
2021-03-04,63299,61005,59762,59293,59865,61494,64699,69580,75755,76597,76059,74966,71388,73061,73166,73167,73547,73015,73239,71971,69480,67331,65994,66803
2021-03-05,63418,60761,59440,59173,59705,61360,64319,68641,72682,71447,68543,64680,60098,60939,61491,63138,65726,67571,68693,68273,66582,65193,64237,64596
2021-03-06,61077,58544,57297,56835,57062,57916,59217,59860,60609,59607,59404,58450,56899,58034,58077,58397,59609,60477,62348,62607,61624,60639,60241,61147
2021-03-07,58108,55377,53947,53274,53622,54405,54986,54946,54800,53889,53775,52351,50911,50582,50366,51395,53418,56140,59484,60702,60336,59702,59358,58912
2021-03-08,56003,53837,52921,52885,53849,56099,60042,65658,71789,71435,68554,65037,60859,62279,63259,65198,67735,69491,71063,70517,68241,66324,64878,65095
2021-03-09,61359,58984,57988,57768,58470,60294,63539,68001,72893,72308,69312,65610,61328,62732,63832,65972,68181,69383,70787,70291,68297,66320,64850,65080
2021-03-10,61427,59098,58111,57853,58506,60239,63598,67642,70943,69283,66718,63646,59348,60554,61418,63083,65779,67204,68721,68551,67037,65476,64203,64478
2021-03-11,60925,58710,57753,57463,58024,59928,63067,66979,71172,69933,66985,64046,60121,61307,61981,64114,67143,68151,68914,68629,66600,64907,63465,63475
2021-03-12,59635,57264,56274,55983,56676,58419,61460,66294,72453,73861,73010,72224,69236,70952,71290,71022,70629,69413,69294,68668,66514,64751,63720,64256
2021-03-13,60715,58048,56729,56212,56573,57444,58653,58874,58284,55900,54556,52241,49944,50613,51578,53238,55036,56580,59053,59825,59504,58786,58404,59415
2021-03-14,56086,53644,52219,51869,52269,53243,53949,53304,51638,49665,48872,47427,46797,47262,47865,49269,51558,54564,57769,58921,58751,58227,57908,57296
2021-03-15,54226,52157,51057,50979,51877,54113,57825,62740,67732,67590,65207,62822,59933,61828,62645,64033,66731,67833,68220,67684,65593,63825,62474,62579
2021-03-16,59031,56830,55814,55434,56121,57935,60970,64798,67848,66254,63968,61378,57592,59158,60127,61845,64551,66680,68470,68547,66706,64947,63580,63707
2021-03-17,60054,57948,57037,56823,57578,59339,62446,65735,67595,65810,63892,61305,57808,59300,60377,62264,64803,65950,67362,67684,66046,64703,63397,63409
2021-03-18,59555,57447,56572,56409,57051,58879,61824,65089,67769,66159,64385,61940,58073,59475,60641,62385,65016,66776,68081,67902,66059,64496,63065,62915
2021-03-19,59091,56905,55723,55546,56144,57716,60554,63991,67369,65800,62835,60425,57498,59523,60537,62258,64229,64962,65821,65838,64418,62962,61832,61880
2021-03-20,58111,55833,54547,54086,54238,55237,56456,57544,59536,60519,61460,61248,59655,60207,59918,59194,58791,58611,59648,59811,59081,58160,57583,58485
2021-03-21,55206,52693,51309,50844,51224,52203,52781,52611,51756,50840,50959,49929,48474,48007,47850,48878,51629,54905,58067,59578,59280,58725,58227,57767
2021-03-22,54734,52511,51391,51322,52217,54483,58332,62475,66050,65193,64096,62006,58854,60465,61552,63093,65652,67313,68873,68820,66888,65095,63921,64085
2021-03-23,60483,58181,57194,56967,57662,59461,62522,65438,67908,66226,64061,61468,57603,59018,60096,61778,64382,66227,67748,68079,66279,64755,63311,63349
2021-03-24,59755,57518,56596,56395,57116,58867,61556,64707,68196,67430,65788,63493,59366,60817,61083,62216,64397,65568,66864,67282,65882,64341,63083,63053
2021-03-25,59256,57060,55951,55701,56366,58043,60868,63533,65477,63366,61547,59282,55864,57444,58711,60695,63399,65211,66761,67429,65845,64208,62920,62733
2021-03-26,58965,56606,55628,55359,55960,57720,60667,63586,66019,63746,61517,60321,57947,59701,60084,61134,62637,63598,64728,65073,63761,62488,61358,61409
2021-03-27,57565,55144,53990,53723,53986,54804,55831,56114,56997,57254,58160,58291,57303,58654,58652,58576,58707,58545,59154,59368,58518,57640,57132,57552
2021-03-28,54142,51451,50144,49742,50055,50749,51355,51618,51875,52090,52685,52277,51198,50871,50420,50332,51665,54006,56363,57877,57608,56810,56455,55785
2021-03-29,52604,50212,49175,49067,49866,52089,55505,59867,64295,63462,61852,59703,56723,58685,60925,62339,64357,65367,66173,66819,65038,63395,61996,61637
2021-03-30,57747,55685,54832,54620,55220,56939,59717,62529,65028,63583,61195,58704,55263,56892,58261,59908,62453,64221,65541,66325,64858,63446,62193,61568
2021-03-31,57641,55557,54665,54490,55317,56992,58975,61009,63468,62153,60597,58463,55630,57451,58806,60683,63194,64159,65048,65755,64479,63083,61378,61091
